,order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,first_name,last_name,phone,email,street,city,state,zip_code,item_id,product_id,quantity,list_price,discount
24,10,442,4,2016-01-05,2016-01-06,2016-01-06,2,6,Alane,Munoz,(914) 706-7576,alane.munoz@gmail.com,8 Strawberry Dr. ,Yonkers,NY,10701,1,14,1,269.99,0.1
25,11,1326,4,2016-01-05,2016-01-08,2016-01-07,2,7,Tarra,Guerrero,,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021,1,8,1,1799.99,0.05
26,11,1326,4,2016-01-05,2016-01-08,2016-01-07,2,7,Tarra,Guerrero,,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021,2,22,2,269.99,0.1
27,11,1326,4,2016-01-05,2016-01-08,2016-01-07,2,7,Tarra,Guerrero,,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021,3,16,2,599.99,0.2
28,12,91,4,2016-01-06,2016-01-08,2016-01-09,1,2,Marvin,Mullins,(619) 635-2027,marvin.mullins@aol.com,7489 Redwood Drive ,San Diego,CA,92111,1,4,2,2899.99,0.1
29,12,91,4,2016-01-06,2016-01-08,2016-01-09,1,2,Marvin,Mullins,(619) 635-2027,marvin.mullins@aol.com,7489 Redwood Drive ,San Diego,CA,92111,2,11,1,1680.99,0.05
30,13,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Patience,Clayton,,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,1,13,1,269.99,0.1
31,13,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Patience,Clayton,,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,2,17,2,429.0,0.05
32,13,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Patience,Clayton,,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,3,20,2,599.99,0.1
33,13,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Patience,Clayton,,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,4,16,2,599.99,0.05
34,14,258,4,2016-01-09,2016-01-11,2016-01-12,1,3,Maribel,William,,maribel.william@aol.com,65 Magnolia Ave. ,Torrance,CA,90505,1,6,1,469.99,0.07
35,15,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Ellsworth,Michael,,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,1,12,2,549.99,0.07
36,15,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Ellsworth,Michael,,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,2,8,1,1799.99,0.07
37,15,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Ellsworth,Michael,,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,3,18,2,449.0,0.05
38,15,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Ellsworth,Michael,,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,4,23,2,299.99,0.2
39,16,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Lea,Key,,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,1,8,1,1799.99,0.2
40,16,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Lea,Key,,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,2,21,1,269.99,0.05
41,16,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Lea,Key,,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,3,13,2,269.99,0.07
42,16,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Lea,Key,,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,4,14,1,269.99,0.07
43,17,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Sindy,Anderson,,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,1,8,1,1799.99,0.07
44,17,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Sindy,Anderson,,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,2,23,1,299.99,0.1
45,17,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Sindy,Anderson,,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,3,5,1,1320.99,0.1
46,17,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Sindy,Anderson,,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,4,20,2,599.99,0.2
47,18,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Lanita,Burton,,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,1,2,2,749.99,0.2
48,18,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Lanita,Burton,,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,2,22,1,269.99,0.05
49,18,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Lanita,Burton,,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,3,7,1,3999.99,0.1
50,18,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Lanita,Burton,,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,4,25,2,499.99,0.05
51,18,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Lanita,Burton,,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,5,9,2,2999.99,0.1
52,19,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,Norine,Huffman,,norine.huffman@aol.com,363 Dunbar Drive ,Encino,CA,91316,1,10,1,1549.0,0.07
53,19,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,Norine,Huffman,,norine.huffman@aol.com,363 Dunbar Drive ,Encino,CA,91316,2,9,2,2999.99,0.2
54,20,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,Randee,Pitts,,randee.pitts@msn.com,7371B Essex Street ,Canyon Country,CA,91387,1,9,1,2999.99,0.07
55,20,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,Randee,Pitts,,randee.pitts@msn.com,7371B Essex Street ,Canyon Country,CA,91387,2,10,2,1549.0,0.07
56,21,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,Neoma,Daugherty,,neoma.daugherty@gmail.com,80 Spring Street ,Mount Vernon,NY,10550,1,14,1,269.99,0.05
57,21,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,Neoma,Daugherty,,neoma.daugherty@gmail.com,80 Spring Street ,Mount Vernon,NY,10550,2,17,1,429.0,0.1
58,21,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,Neoma,Daugherty,,neoma.daugherty@gmail.com,80 Spring Street ,Mount Vernon,NY,10550,3,10,1,1549.0,0.07
59,22,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,Tangela,Hurley,,tangela.hurley@msn.com,49 North Cross St. ,Campbell,CA,95008,1,15,2,529.99,0.2
60,22,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,Tangela,Hurley,,tangela.hurley@msn.com,49 North Cross St. ,Campbell,CA,95008,2,22,1,269.99,0.05
61,23,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,Drucilla,Gilliam,,drucilla.gilliam@hotmail.com,8257 E. Westminster Ave. ,Santa Clara,CA,95050,1,4,2,2899.99,0.05
62,23,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,Drucilla,Gilliam,,drucilla.gilliam@hotmail.com,8257 E. Westminster Ave. ,Santa Clara,CA,95050,2,23,2,299.99,0.1
63,23,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,Drucilla,Gilliam,,drucilla.gilliam@hotmail.com,8257 E. Westminster Ave. ,Santa Clara,CA,95050,3,13,1,269.99,0.2
64,24,636,4,2016-01-18,2016-01-20,2016-01-19,2,7,Ashton,Lott,,ashton.lott@hotmail.com,609 Windfall Lane ,Floral Park,NY,11001,1,3,2,999.99,0.1
65,24,636,4,2016-01-18,2016-01-20,2016-01-19,2,7,Ashton,Lott,,ashton.lott@hotmail.com,609 Windfall Lane ,Floral Park,NY,11001,2,18,2,449.0,0.07
66,25,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,Sam,Lester,,sam.lester@gmail.com,563 South Beacon Lane ,Baldwin,NY,11510,1,23,2,299.99,0.2
67,25,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,Sam,Lester,,sam.lester@gmail.com,563 South Beacon Lane ,Baldwin,NY,11510,2,10,2,1549.0,0.2
68,25,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,Sam,Lester,,sam.lester@gmail.com,563 South Beacon Lane ,Baldwin,NY,11510,3,22,1,269.99,0.2
69,25,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,Sam,Lester,,sam.lester@gmail.com,563 South Beacon Lane ,Baldwin,NY,11510,4,14,1,269.99,0.2
70,25,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,Sam,Lester,,sam.lester@gmail.com,563 South Beacon Lane ,Baldwin,NY,11510,5,21,1,269.99,0.1
71,26,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,Jackeline,Colon,,jackeline.colon@msn.com,9916 Cedarwood Drive ,Wappingers Falls,NY,12590,1,7,1,3999.99,0.05
72,26,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,Jackeline,Colon,,jackeline.colon@msn.com,9916 Cedarwood Drive ,Wappingers Falls,NY,12590,2,2,1,749.99,0.2
73,26,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,Jackeline,Colon,,jackeline.colon@msn.com,9916 Cedarwood Drive ,Wappingers Falls,NY,12590,3,12,1,549.99,0.2
74,26,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,Jackeline,Colon,,jackeline.colon@msn.com,9916 Cedarwood Drive ,Wappingers Falls,NY,12590,4,21,2,269.99,0.07
75,27,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,Pamala,Henry,,pamala.henry@aol.com,197 Bridgeton Ave. ,Bronx,NY,10451,1,5,1,1320.99,0.2
76,27,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,Pamala,Henry,,pamala.henry@aol.com,197 Bridgeton Ave. ,Bronx,NY,10451,2,19,1,449.0,0.2
77,27,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,Pamala,Henry,,pamala.henry@aol.com,197 Bridgeton Ave. ,Bronx,NY,10451,3,26,2,599.99,0.07
78,27,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,Pamala,Henry,,pamala.henry@aol.com,197 Bridgeton Ave. ,Bronx,NY,10451,4,8,1,1799.99,0.07
79,28,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,Eleni,Gordon,,eleni.gordon@hotmail.com,583 W. San Carlos Street ,Richmond Hill,NY,11418,1,5,1,1320.99,0.05
80,28,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,Eleni,Gordon,,eleni.gordon@hotmail.com,583 W. San Carlos Street ,Richmond Hill,NY,11418,2,7,2,3999.99,0.2
81,28,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,Eleni,Gordon,,eleni.gordon@hotmail.com,583 W. San Carlos Street ,Richmond Hill,NY,11418,3,14,2,269.99,0.1
82,28,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,Eleni,Gordon,,eleni.gordon@hotmail.com,583 W. San Carlos Street ,Richmond Hill,NY,11418,4,6,1,469.99,0.05
83,29,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,Laureen,Barry,,laureen.barry@yahoo.com,909 Ridge St. ,Orchard Park,NY,14127,1,24,2,549.99,0.05
84,29,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,Laureen,Barry,,laureen.barry@yahoo.com,909 Ridge St. ,Orchard Park,NY,14127,2,6,1,469.99,0.2
85,29,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,Laureen,Barry,,laureen.barry@yahoo.com,909 Ridge St. ,Orchard Park,NY,14127,3,21,2,269.99,0.1
86,29,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,Laureen,Barry,,laureen.barry@yahoo.com,909 Ridge St. ,Orchard Park,NY,14127,4,8,1,1799.99,0.2
87,29,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,Laureen,Barry,,laureen.barry@yahoo.com,909 Ridge St. ,Orchard Park,NY,14127,5,14,2,269.99,0.05
88,30,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,Yvone,Guerrero,,yvone.guerrero@aol.com,8548 Jackson Ave. ,Merrick,NY,11566,1,26,1,599.99,0.05
89,30,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,Yvone,Guerrero,,yvone.guerrero@aol.com,8548 Jackson Ave. ,Merrick,NY,11566,2,17,1,429.0,0.07
90,30,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,Yvone,Guerrero,,yvone.guerrero@aol.com,8548 Jackson Ave. ,Merrick,NY,11566,3,19,1,449.0,0.1
91,30,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,Yvone,Guerrero,,yvone.guerrero@aol.com,8548 Jackson Ave. ,Merrick,NY,11566,4,4,1,2899.99,0.1
92,30,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,Yvone,Guerrero,,yvone.guerrero@aol.com,8548 Jackson Ave. ,Merrick,NY,11566,5,7,2,3999.99,0.1
93,31,1238,4,2016-01-20,2016-01-22,2016-01-22,3,8,Edgar,Quinn,,edgar.quinn@aol.com,556 Dogwood Ave. ,Harlingen,TX,78552,1,11,2,1680.99,0.05
94,31,1238,4,2016-01-20,2016-01-22,2016-01-22,3,8,Edgar,Quinn,,edgar.quinn@aol.com,556 Dogwood Ave. ,Harlingen,TX,78552,2,9,2,2999.99,0.2
95,32,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,Kimbery,Nieves,,kimbery.nieves@msn.com,768 Roehampton St. ,San Carlos,CA,94070,1,8,2,1799.99,0.07
96,32,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,Kimbery,Nieves,,kimbery.nieves@msn.com,768 Roehampton St. ,San Carlos,CA,94070,2,12,2,549.99,0.07
97,32,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,Kimbery,Nieves,,kimbery.nieves@msn.com,768 Roehampton St. ,San Carlos,CA,94070,3,25,2,499.99,0.1
98,33,236,4,2016-01-21,2016-01-22,2016-01-22,2,6,Verona,O'neill,,verona.o'neill@hotmail.com,8279 W. Sussex St. ,Selden,NY,11784,1,23,2,299.99,0.07
99,33,236,4,2016-01-21,2016-01-22,2016-01-22,2,6,Verona,O'neill,,verona.o'neill@hotmail.com,8279 W. Sussex St. ,Selden,NY,11784,2,7,1,3999.99,0.1
100,34,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,Sarai,Mckee,(716) 912-8110,sarai.mckee@msn.com,641 Glenwood Avenue ,Buffalo,NY,14215,1,8,2,1799.99,0.07
101,34,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,Sarai,Mckee,(716) 912-8110,sarai.mckee@msn.com,641 Glenwood Avenue ,Buffalo,NY,14215,2,10,2,1549.0,0.1
102,34,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,Sarai,Mckee,(716) 912-8110,sarai.mckee@msn.com,641 Glenwood Avenue ,Buffalo,NY,14215,3,17,2,429.0,0.2
103,35,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,Neville,Mcclain,,neville.mcclain@yahoo.com,781 Buttonwood Ave. ,West Hempstead,NY,11552,1,18,1,449.0,0.05
104,35,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,Neville,Mcclain,,neville.mcclain@yahoo.com,781 Buttonwood Ave. ,West Hempstead,NY,11552,2,20,2,599.99,0.05
105,35,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,Neville,Mcclain,,neville.mcclain@yahoo.com,781 Buttonwood Ave. ,West Hempstead,NY,11552,3,5,1,1320.99,0.2
106,35,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,Neville,Mcclain,,neville.mcclain@yahoo.com,781 Buttonwood Ave. ,West Hempstead,NY,11552,4,21,2,269.99,0.07
107,35,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,Neville,Mcclain,,neville.mcclain@yahoo.com,781 Buttonwood Ave. ,West Hempstead,NY,11552,5,22,1,269.99,0.07
108,36,1321,4,2016-01-23,2016-01-24,2016-01-24,2,6,Shantel,Gregory,,shantel.gregory@yahoo.com,7722 Second Lane ,West Islip,NY,11795,1,9,1,2999.99,0.07
109,36,1321,4,2016-01-23,2016-01-24,2016-01-24,2,6,Shantel,Gregory,,shantel.gregory@yahoo.com,7722 Second Lane ,West Islip,NY,11795,2,5,1,1320.99,0.05
110,36,1321,4,2016-01-23,2016-01-24,2016-01-24,2,6,Shantel,Gregory,,shantel.gregory@yahoo.com,7722 Second Lane ,West Islip,NY,11795,3,3,2,999.99,0.2
111,37,164,4,2016-01-25,2016-01-28,2016-01-26,2,6,Tomika,Larson,,tomika.larson@yahoo.com,254 Canal St. ,Woodside,NY,11377,1,16,2,599.99,0.05
112,38,583,4,2016-01-25,2016-01-27,2016-01-26,2,7,Lashandra,Turner,(562) 327-9469,lashandra.turner@hotmail.com,11 Marlborough Rd. ,Long Beach,NY,11561,1,7,2,3999.99,0.05
113,38,583,4,2016-01-25,2016-01-27,2016-01-26,2,7,Lashandra,Turner,(562) 327-9469,lashandra.turner@hotmail.com,11 Marlborough Rd. ,Long Beach,NY,11561,2,23,1,299.99,0.07
114,38,583,4,2016-01-25,2016-01-27,2016-01-26,2,7,Lashandra,Turner,(562) 327-9469,lashandra.turner@hotmail.com,11 Marlborough Rd. ,Long Beach,NY,11561,3,25,1,499.99,0.2
115,38,583,4,2016-01-25,2016-01-27,2016-01-26,2,7,Lashandra,Turner,(562) 327-9469,lashandra.turner@hotmail.com,11 Marlborough Rd. ,Long Beach,NY,11561,4,10,2,1549.0,0.1
116,38,583,4,2016-01-25,2016-01-27,2016-01-26,2,7,Lashandra,Turner,(562) 327-9469,lashandra.turner@hotmail.com,11 Marlborough Rd. ,Long Beach,NY,11561,5,24,1,549.99,0.07
117,39,1296,4,2016-01-25,2016-01-26,2016-01-26,2,7,Travis,Whitley,,travis.whitley@aol.com,60 Euclid Ave. ,Saint Albans,NY,11412,1,22,2,269.99,0.2
118,39,1296,4,2016-01-25,2016-01-26,2016-01-26,2,7,Travis,Whitley,,travis.whitley@aol.com,60 Euclid Ave. ,Saint Albans,NY,11412,2,16,2,599.99,0.2
119,39,1296,4,2016-01-25,2016-01-26,2016-01-26,2,7,Travis,Whitley,,travis.whitley@aol.com,60 Euclid Ave. ,Saint Albans,NY,11412,3,3,2,999.99,0.05
120,39,1296,4,2016-01-25,2016-01-26,2016-01-26,2,7,Travis,Whitley,,travis.whitley@aol.com,60 Euclid Ave. ,Saint Albans,NY,11412,4,15,1,529.99,0.1
121,40,348,4,2016-01-27,2016-01-28,2016-01-29,1,3,Darren,Witt,,darren.witt@aol.com,916 Hillcrest Ave. ,Coachella,CA,92236,1,17,1,429.0,0.2
122,40,348,4,2016-01-27,2016-01-28,2016-01-29,1,3,Darren,Witt,,darren.witt@aol.com,916 Hillcrest Ave. ,Coachella,CA,92236,2,8,2,1799.99,0.2
123,41,979,4,2016-01-27,2016-01-30,2016-01-29,2,6,Ingeborg,Ellison,,ingeborg.ellison@yahoo.com,360 Trusel St. ,Ithaca,NY,14850,1,5,1,1320.99,0.1
124,41,979,4,2016-01-27,2016-01-30,2016-01-29,2,6,Ingeborg,Ellison,,ingeborg.ellison@yahoo.com,360 Trusel St. ,Ithaca,NY,14850,2,19,2,449.0,0.2
125,41,979,4,2016-01-27,2016-01-30,2016-01-29,2,6,Ingeborg,Ellison,,ingeborg.ellison@yahoo.com,360 Trusel St. ,Ithaca,NY,14850,3,26,2,599.99,0.2
126,42,1095,4,2016-01-27,2016-01-28,2016-01-30,2,7,Corene,Swanson,,corene.swanson@aol.com,597 Lakeshore Lane ,Rego Park,NY,11374,1,19,1,449.0,0.05
127,43,1434,4,2016-01-27,2016-01-28,2016-01-30,2,7,Elana,Miles,,elana.miles@yahoo.com,7077 Euclid Ave. ,Liverpool,NY,13090,1,13,2,269.99,0.1
128,43,1434,4,2016-01-27,2016-01-28,2016-01-30,2,7,Elana,Miles,,elana.miles@yahoo.com,7077 Euclid Ave. ,Liverpool,NY,13090,2,12,2,549.99,0.05
129,44,861,4,2016-01-28,2016-01-31,2016-01-30,2,7,Olympia,Figueroa,,olympia.figueroa@hotmail.com,587 Surrey St. ,Hopewell Junction,NY,12533,1,7,1,3999.99,0.1
130,44,861,4,2016-01-28,2016-01-31,2016-01-30,2,7,Olympia,Figueroa,,olympia.figueroa@hotmail.com,587 Surrey St. ,Hopewell Junction,NY,12533,2,16,1,599.99,0.05
131,45,1220,4,2016-01-28,2016-01-31,2016-01-31,2,7,Carissa,Cross,,carissa.cross@yahoo.com,9335 West Main Dr. ,Huntington Station,NY,11746,1,4,2,2899.99,0.2
132,45,1220,4,2016-01-28,2016-01-31,2016-01-31,2,7,Carissa,Cross,,carissa.cross@yahoo.com,9335 West Main Dr. ,Huntington Station,NY,11746,2,22,1,269.99,0.07
133,45,1220,4,2016-01-28,2016-01-31,2016-01-31,2,7,Carissa,Cross,,carissa.cross@yahoo.com,9335 West Main Dr. ,Huntington Station,NY,11746,3,21,2,269.99,0.05
134,46,746,4,2016-01-29,2016-01-31,2016-01-31,2,7,Eldridge,Greer,,eldridge.greer@aol.com,131 E. Madison St. ,Central Islip,NY,11722,1,17,1,429.0,0.1
135,47,1234,4,2016-01-29,2016-01-30,2016-01-31,2,7,Joshua,Berg,,joshua.berg@hotmail.com,16 East St. ,Ossining,NY,10562,1,6,1,469.99,0.05
136,47,1234,4,2016-01-29,2016-01-30,2016-01-31,2,7,Joshua,Berg,,joshua.berg@hotmail.com,16 East St. ,Ossining,NY,10562,2,15,1,529.99,0.1
137,47,1234,4,2016-01-29,2016-01-30,2016-01-31,2,7,Joshua,Berg,,joshua.berg@hotmail.com,16 East St. ,Ossining,NY,10562,3,25,2,499.99,0.07
138,47,1234,4,2016-01-29,2016-01-30,2016-01-31,2,7,Joshua,Berg,,joshua.berg@hotmail.com,16 East St. ,Ossining,NY,10562,4,13,1,269.99,0.2
139,48,1012,4,2016-01-30,2016-02-01,2016-02-02,2,7,Josephine,Dale,,josephine.dale@aol.com,8214 West Drive ,Baldwinsville,NY,13027,1,11,1,1680.99,0.1
140,48,1012,4,2016-01-30,2016-02-01,2016-02-02,2,7,Josephine,Dale,,josephine.dale@aol.com,8214 West Drive ,Baldwinsville,NY,13027,2,4,1,2899.99,0.2
141,48,1012,4,2016-01-30,2016-02-01,2016-02-02,2,7,Josephine,Dale,,josephine.dale@aol.com,8214 West Drive ,Baldwinsville,NY,13027,3,5,2,1320.99,0.1
